CHEM_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	CHEMICAL_NAME	PLOT_NAME	HMDB	KEGG	PUBCHEM	PLATFORM
m100021711	Lipid	"Fatty Acid, Dicarboxylate"	1682	NAMED	decadienedioic acid (C10:2-DC)**	decadienedioic acid (C10:2-DC)	NA	NA	17789717	Neg
m100021727	Lipid	"Fatty Acid, Branched"	1643	NAMED	"cis-3,4-methyleneheptanoate"	"cis-3,4-methyleneheptanoate"	NA	NA	NA	Neg
m100021728	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	1856	NAMED	"cis-3,4-methyleneheptanoylcarnitine"	"cis-3,4-methyleneheptanoylcarnitine"	NA	NA	NA	Pos Late
m100021760	Amino Acid	Lysine Metabolism	139	NAMED	N-acetyl-2-aminoadipate	N-acetyl-2-aminoadipate	NA	C12986	443992	Pos Early
m100021784	Xenobiotics	Chemical	6265	NAMED	4-chlorobenzoic acid	4-chlorobenzoic acid	NA	C02370	6318	Neg
m100021839	Xenobiotics	Benzoate Metabolism	4583	NAMED	2-methoxyhydroquinone sulfate (1)	2-methoxyhydroquinone sulfate (1)	NA	NA	NA	Neg
m100021990	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1924	NAMED	3-hydroxyoctanoylcarnitine (1)	3-hydroxyoctanoylcarnitine (1)	NA	NA	NA	Pos Early
m100021991	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1925	NAMED	3-hydroxyoctanoylcarnitine (2)	3-hydroxyoctanoylcarnitine (2)	NA	NA	NA	Pos Early
m100021992	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1814	NAMED	"cis-3,4-methyleneheptanoylglycine"	"cis-3,4-methyleneheptanoylglycine"	NA	NA	NA	Neg
m100022005	Partially Characterized Molecules	Partially Characterized Molecules	6443	NAMED	"bilirubin degradation product, C17H18N2O4 (1)**"	"bilirubin degradation product, C17H18N2O4 (1)"	NA	NA	NA	Neg
m100022006	Partially Characterized Molecules	Partially Characterized Molecules	6444	NAMED	"bilirubin degradation product, C17H18N2O4 (2)**"	"bilirubin degradation product, C17H18N2O4 (2)"	NA	NA	NA	Neg
m100022007	Partially Characterized Molecules	Partially Characterized Molecules	6445	NAMED	"bilirubin degradation product, C17H18N2O4 (3)**"	"bilirubin degradation product, C17H18N2O4 (3)"	NA	NA	NA	Neg
m100022013	Lipid	Corticosteroids	3310	NAMED	tetrahydrocortisol glucuronide	tetrahydrocortisol glucuronide	NA	NA	NA	Neg
m100022041	Peptide	Modified Peptides	1219	NAMED	"N,N-dimethyl-pro-pro"	"N,N-dimethyl-pro-pro"	NA	NA	NA	Pos Early
m100022127	Lipid	Corticosteroids	3323	NAMED	tetrahydrocortisone glucuronide (5)	tetrahydrocortisone glucuronide (5)	NA	NA	NA	Neg
m1001	Amino Acid	Urea cycle; Arginine and Proline Metabolism	513	NAMED	trans-4-hydroxyproline	hydroxyproline	HMDB0000725	C01157	5810	Pos Early
m1002	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	4132	NAMED	allantoin	allantoin	HMDB0000462	"C02348,C01551,C02350"	"439,714,204,439,713"	Polar
m1004	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	4120	NAMED	xanthine	xanthine	HMDB0000292	C00385	1188	Polar
m1021	Amino Acid	Glutathione Metabolism	579	NAMED	5-oxoproline	5-oxoproline	HMDB0000267	"C02237,C01879"	"4,396,857,405"	Neg
m1022	Amino Acid	Tryptophan Metabolism	282	NAMED	picolinate	picolinate	HMDB0002243	C10164	1018	Pos Early
m1023	Amino Acid	"Glycine, Serine and Threonine Metabolism"	5	NAMED	sarcosine	sarcosine	HMDB0000271	C00213	1088	Pos Early
m1024	Cofactors and Vitamins	Pantothenate and CoA Metabolism	4335	NAMED	pantothenate	pantothenate (Vitamin B5)	HMDB0000210	C00864	6613	Neg
m1025	Amino Acid	Lysine Metabolism	131	NAMED	pipecolate	pipecolate	NA	NA	NA	Pos Early
m1026	Lipid	Phospholipid Metabolism	2238	NAMED	phosphoethanolamine	phosphoethanolamine (PE)	HMDB0000224	C00346	1015	Pos Early
m1052	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1243	NAMED	glycerate	glycerate	"HMDB0000139,HMDB0006372"	C00258	"439,194,752"	Polar
m1053	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4237	NAMED	3-ureidopropionate	3-ureidopropionate	HMDB0000026	C02642	111	Pos Early
m1082	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	336	NAMED	N-acetylleucine	N-acetylleucine	HMDB0011756	C02710	70912	Neg
m1083	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	435	NAMED	N-acetylmethionine	N-acetylmethionine	HMDB0011745	C02712	448580	Neg
m1084	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	417	NAMED	N-acetylvaline	N-acetylvaline	HMDB0011757	NA	66789	Neg
m1087	Lipid	Long Chain Monounsaturated Fatty Acid	1547	NAMED	erucate (22:1n9)	erucate (22:1n9)	HMDB0002068	C08316	"82,165,281,116"	Neg
m1090	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4407	NAMED	"bilirubin (Z,Z)"	bilirubin	HMDB0000054	C00486	5280352	Pos Late
m1094	Amino Acid	Tyrosine Metabolism	245	NAMED	thyroxine	thyroxine	HMDB0000248	C01829	5819	Neg
m1102	Peptide	Gamma-glutamyl Amino Acid	646	NAMED	gamma-glutamyltyrosine	gamma-glutamyltyrosine	HMDB0011741	NA	94340	Pos Early
m1104	Xenobiotics	Food Component/Plant	4962	NAMED	methyl indole-3-acetate	methyl indole-3-acetate	HMDB0029738	NA	74706	Pos Early
m1105	Cofactors and Vitamins	Tocopherol Metabolism	4359	NAMED	alpha-tocopherol	alpha-tocopherol	HMDB0001893	C02477	86472	Pos Late
m111	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	428	NAMED	3-hydroxyisobutyrate	3-hydroxyisobutyrate	"HMDB0000023,HMDB0000336"	"C01188,C06001"	11966314	Polar
m1110	Amino Acid	Alanine and Aspartate Metabolism	31	NAMED	N-acetylalanine	N-acetylalanine	HMDB0000766	C02847	88064	Polar
m1111	Amino Acid	Tyrosine Metabolism	202	NAMED	vanillylmandelate (VMA)	vanillylmandelate (VMA)	HMDB0000291	C05584	1245	Neg
m1113	Amino Acid	Polyamine Metabolism	560	NAMED	4-acetamidobutanoate	4-acetamidobutanoate	HMDB0003681	C02946	18189	Pos Early
m1114	Nucleotide	"Pyrimidine Metabolism, Thymine containing"	4282	NAMED	3-aminoisobutyrate	3-aminoisobutyrate	HMDB0002166	C05145	64956	Pos Early
m112	Lipid	Mevalonate Metabolism	3175	NAMED	3-hydroxy-3-methylglutarate	3-hydroxy-3-methylglutarate	HMDB0000355	C03761	"16,625,459,993"	Polar
m1124	Energy	TCA Cycle	1439	NAMED	citrate	citrate	HMDB0000094	C00158	311	Neg
m1128	Amino Acid	Glutathione Metabolism	580	NAMED	2-aminobutyrate	2-aminobutyrate	HMDB0000452	C02356	80283	Pos Early
m1134	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	4130	NAMED	urate	urate	HMDB0000289	C00366	1175	Neg
m1135	Lipid	Secondary Bile Acid Metabolism	3503	NAMED	ursodeoxycholate	ursodeoxycholate	HMDB0000946	C07880	31401	Neg
m1137	Lipid	Endocannabinoid	2159	NAMED	oleoyl ethanolamide	oleoyl ethanolamide	HMDB0002088	NA	5283454	Neg
m1140	Peptide	Gamma-glutamyl Amino Acid	635	NAMED	gamma-glutamylglutamine	gamma-glutamylglutamine	HMDB0011738	C05283	150914	Pos Early
m1143	Lipid	Short Chain Fatty Acid	1487	NAMED	butyrate/isobutyrate (4:0)	butyrate/isobutyrate (4:0)	HMDB0000039	C00246	264	Neg
m1162	Carbohydrate	Aminosugar Metabolism	1418	NAMED	N-acetylneuraminate	N-acetylneuraminate	HMDB0000230	C00270	439197	Pos Early
m117	Amino Acid	Tyrosine Metabolism	210	NAMED	homovanillate (HVA)	homovanillate (HVA)	HMDB0000118	C05582	1738	Neg
m1215	Carbohydrate	Aminosugar Metabolism	1430	NAMED	N-acetylglucosaminylasparagine	N-acetylglucosaminylasparagine	HMDB0000489	C04540	123826	Pos Early
m1221	Amino Acid	Creatine Metabolism	528	NAMED	creatine	creatine	HMDB0000064	C00300	586	Pos Early
m1224	Amino Acid	Glutathione Metabolism	578	NAMED	"cys-gly, oxidized"	"cys-gly, oxidized"	NA	NA	333293	Pos Early
m1231	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1570	NAMED	dihomo-linoleate (20:2n6)	dihomolinoleate (20:2n6)	HMDB0005060	C16525	6439848	Neg
m1239	Lipid	"Fatty Acid, Monohydroxy"	1971	NAMED	2-hydroxystearate	2-hydroxystearate	HMDB0062549	"C03042,C03045"	"43,988,743,988,569,400"	Neg
m1242	Nucleotide	"Purine Metabolism, Adenine containing"	4152	NAMED	N1-methyladenosine	1-methyladenosine	HMDB0003331	C02494	27476	Pos Early
m1254	Lipid	Glycerolipid Metabolism	2841	NAMED	glycerol	glycerol	HMDB0000131	C00116	753	Neg
m1256	Lipid	Phospholipid Metabolism	2232	NAMED	choline	choline	HMDB0000097	C00114	305	Pos Early
m1258	Amino Acid	Tryptophan Metabolism	275	NAMED	anthranilate	anthranilate	HMDB0001123	C00108	227	Pos Early
m1268	Peptide	Gamma-glutamyl Amino Acid	639	NAMED	gamma-glutamylleucine	gamma-glutamylleucine	HMDB0011171	NA	151023	Neg
m132	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1237	NAMED	3-phosphoglycerate	3-phosphoglycerate	HMDB0000807	C00597	724	Pos Early
m1342	Amino Acid	Tyrosine Metabolism	204	NAMED	3-methoxytyrosine	3-methoxytyrosine	HMDB0001434	NA	9307	Pos Early
m144	Amino Acid	Phenylalanine Metabolism	159	NAMED	4-hydroxyphenylacetate	4-hydroxyphenylacetate	HMDB0000020	C00642	127	Neg
m1442	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	363	NAMED	beta-hydroxyisovalerate	beta-hydroxyisovalerate	HMDB0000754	NA	69362	Neg
m1518	Lipid	Ceramides	3021	NAMED	N-palmitoyl-sphingosine (d18:1/16:0)	N-palmitoyl-sphingosine (d18:1/16:0)	HMDB0004949	NA	5283564	Pos Late
m1526	Lipid	Phosphatidylethanolamine (PE)	2408	NAMED	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	HMDB0005320	NA	5283496	Pos Late
m1528	Lipid	Phosphatidylinositol (PI)	2536	NAMED	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	HMDB0009784	NA	46891795	Pos Late
m1537	Lipid	Phosphatidylcholine (PC)	2286	NAMED	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	HMDB0007973	NA	5287971	Pos Late
m1538	Lipid	Sphingomyelins	3105	NAMED	stearoyl sphingomyelin (d18:1/18:0)	stearoyl sphingomyelin (d18:1/18:0)	HMDB0001348	C00550	6453725	Pos Late
m1539	Lipid	Phosphatidylcholine (PC)	2283	NAMED	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	HMDB0007972	C13875	6436017	Pos Late
m1547	Lipid	Ceramides	3025	NAMED	N-stearoyl-sphingosine (d18:1/18:0)*	N-stearoyl-sphingosine (d18:1/18:0)*	HMDB0004950	NA	5283565	Pos Late
m158	Nucleotide	"Pyrimidine Metabolism, Thymine containing"	4279	NAMED	"5,6-dihydrothymine"	"5,6-dihydrothymine"	HMDB0000079	C00906	93556	Pos Early
m1628	Lipid	Primary Bile Acid Metabolism	3461	NAMED	glycochenodeoxycholate	glycochenodeoxycholate	HMDB0000637	C05466	12544	Neg
m1629	Lipid	Primary Bile Acid Metabolism	3462	NAMED	taurochenodeoxycholate	taurochenodeoxycholate	HMDB0000951	C05465	387316	Neg
m1648	Lipid	Primary Bile Acid Metabolism	3455	NAMED	taurocholate	taurocholate	HMDB0000036	C05122	"667,546,783,527"	Neg
m1668	Lipid	Secondary Bile Acid Metabolism	3488	NAMED	taurodeoxycholate	taurodeoxycholate	HMDB0000896	C05463	2733768	Neg
m179	Lipid	"Fatty Acid, Dihydroxy"	2031	NAMED	"9,10-DiHOME"	"9,10-DiHOME"	HMDB0004704	C14828	9966640	Neg
m180	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1567	NAMED	linoleate (18:2n6)	linoleate (18:2n6)	"HMDB0006270,HMDB0000673"	C01595	5280450	Neg
m181	Lipid	Medium Chain Fatty Acid	1502	NAMED	laurate (12:0)	laurate (12:0)	HMDB0000638	C02679	3893	Neg
m182	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4299	NAMED	quinolinate	quinolinate	HMDB0000232	C03722	1066	Pos Early
m1869	Xenobiotics	Benzoate Metabolism	4465	NAMED	2-hydroxyhippurate (salicylurate)	2-hydroxyhippurate (salicylurate)	HMDB0000840	C07588	10253	Neg
m189	Amino Acid	Lysine Metabolism	116	NAMED	"N6,N6,N6-trimethyllysine"	"N6,N6,N6-trimethyllysine"	HMDB0001325	C03793	440120	Pos Early
m192	Amino Acid	Polyamine Metabolism	538	NAMED	N-acetylputrescine	N-acetylputrescine	HMDB0002064	C02714	122356	Pos Early
m194	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	437	NAMED	N-formylmethionine	N-formylmethionine	HMDB0001015	C03145	439750	Neg
m197	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	446	NAMED	S-adenosylhomocysteine (SAH)	S-adenosylhomocysteine (SAH)	HMDB00939	C00021	439155	Neg
m2050	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1560	NAMED	eicosapentaenoate (EPA; 20:5n3)	eicosapentaenoate (EPA; 20:5n3)	HMDB0001999	C06428	446284	Neg
m2051	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	410	NAMED	methylsuccinate	methylsuccinate	HMDB0001844	NA	10349	Polar
m2054	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	407	NAMED	ethylmalonate	ethylmalonate	HMDB0000622	NA	11756	Polar
m207	Nucleotide	"Purine Metabolism, Adenine containing"	4141	NAMED	"adenosine 3',5'-cyclic monophosphate (cAMP)"	"adenosine 3',5'-cyclic monophosphate (cAMP)"	HMDB0000058	C00575	6076	Neg
m209	Nucleotide	"Purine Metabolism, Adenine containing"	4138	NAMED	adenosine 5'-monophosphate (AMP)	AMP	HMDB0000045	C00020	6083	Pos Early
m212	Amino Acid	Polyamine Metabolism	556	NAMED	5-methylthioadenosine (MTA)	5-methylthioadenosine (MTA)	HMDB0001173	C00170	439176	Pos Early
m213	Nucleotide	"Purine Metabolism, Adenine containing"	4153	NAMED	N6-methyladenosine	N6-methyladenosine	HMDB0004044	NA	102175	Neg
m229	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1573	NAMED	arachidonate (20:4n6)	arachidonate (20:4n6)	HMDB0001043	C00219	444899	Neg
m231	Amino Acid	Urea cycle; Arginine and Proline Metabolism	483	NAMED	arginine	arginine	HMDB0000517	C00062	6322	Pos Early
m234	Amino Acid	Alanine and Aspartate Metabolism	36	NAMED	aspartate	aspartate	HMDB0000191	C00049	5960	Pos Early
m235	Amino Acid	Phenylalanine Metabolism	156	NAMED	2-hydroxyphenylacetate	2-hydroxyphenylacetate	HMDB0000669	C05852	11970	Polar
m240	Amino Acid	Tyrosine Metabolism	181	NAMED	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate (HPLA)	HMDB0000755	C03672	9378	Neg
m241	Amino Acid	Phenylalanine Metabolism	150	NAMED	phenylpyruvate	phenylpyruvate	HMDB0000205	C00166	997	Neg
m244	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4238	NAMED	beta-alanine	beta-alanine	HMDB0000056	C00099	239	Pos Early
m250	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4410	NAMED	biliverdin	biliverdin	HMDB0001008	C00500	5280353	Pos Late
m252	Energy	TCA Cycle	1448	NAMED	succinate	succinate	HMDB0000254	C00042	1110	Neg
m254	Lipid	Ketone Bodies	1938	NAMED	3-hydroxybutyrate (BHBA)	3-hydroxybutyrate (BHBA)	"HMDB0000442,HMDB0000357,HMDB0000011"	"C03197,C01089"	"9,431,844,192,135"	Polar
m266	Lipid	Sterol	3192	NAMED	cholesterol	cholesterol	HMDB0000067	C00187	"5,997,643,256,411,020,000"	Pos Late
m267	Lipid	Phospholipid Metabolism	2233	NAMED	choline phosphate	phosphocholine	HMDB0001565	C00588	1014	Pos Early
m272	Lipid	Corticosteroids	3297	NAMED	corticosterone	corticosterone	HMDB0001547	C02140	5753	Neg
m273	Lipid	Corticosteroids	3315	NAMED	cortisone	cortisone	HMDB0002802	C00762	222786	Neg
m275	Amino Acid	Creatine Metabolism	529	NAMED	creatinine	creatinine	HMDB0000562	C00791	588	Pos Early
m278	Amino Acid	Glutathione Metabolism	576	NAMED	cysteinylglycine	cysteinylglycine	HMDB0000078	C01419	439498	Pos Early
m297	Lipid	Sphingosines	3159	NAMED	sphingosine	sphingosine	HMDB0000252	C00319	5280335	Pos Late
m302	Lipid	Secondary Bile Acid Metabolism	3478	NAMED	deoxycholate	deoxycholate	HMDB0000626	C04483	"222,528,440,355"	Pos Late
m310	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	453	NAMED	cystathionine	cystathionine	HMDB0000099	C02291	439258	Pos Early
m313	Lipid	Sphingolipid Synthesis	3000	NAMED	sphinganine	sphinganine	HMDB0000269	C00836	3126	Pos Late
m330	Energy	TCA Cycle	1449	NAMED	fumarate	fumarate	HMDB0000134	C00122	444972	Polar
m331	Peptide	Gamma-glutamyl Amino Acid	634	NAMED	gamma-glutamylglutamate	gamma-glutamylglutamate	HMDB0011737	C05282	92865	Pos Early
m338	Xenobiotics	Food Component/Plant	4804	NAMED	gluconate	gluconate	HMDB0000625	C00257	"106,903,085,666"	Polar
m339	Lipid	"Fatty Acid, Dicarboxylate"	1659	NAMED	glutarate (C5-DC)	glutarate (C5-DC)	HMDB0000661	C00489	"7,434,418,048"	Polar
m340	Amino Acid	"Glycine, Serine and Threonine Metabolism"	1	NAMED	glycine	glycine	HMDB0000123	C00037	750	Pos Early
m342	Lipid	Primary Bile Acid Metabolism	3454	NAMED	glycocholate	glycocholate	HMDB0000138	C01921	10140	Neg
m344	Amino Acid	Creatine Metabolism	527	NAMED	guanidinoacetate	guanidinoacetate	HMDB0000128	C00581	763	Polar
m35	Amino Acid	Glutamate Metabolism	62	NAMED	S-1-pyrroline-5-carboxylate	S-1-pyrroline-5-carboxylate	HMDB0001301	C04322	11966181	Pos Early
m355	Amino Acid	Histidine Metabolism	70	NAMED	histidine	histidine	HMDB0000177	C00135	6274	Neg
m356	Lipid	Corticosteroids	3305	NAMED	cortisol	cortisol	HMDB0000063	C00735	5754	Neg
m358	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	470	NAMED	hypotaurine	hypotaurine	HMDB0000965	C00519	107812	Polar
m363	Lipid	Inositol Metabolism	2201	NAMED	myo-inositol	myo-inositol	HMDB0000211	C00137	892	Polar
m376	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	385	NAMED	isoleucine	isoleucine	HMDB0000172	"C06418,C00407,C16424"	6306	Pos Early
m381	Amino Acid	Lysine Metabolism	123	NAMED	2-aminoadipate	2-aminoadipate	HMDB0000510	C00956	92136	Polar
m391	Amino Acid	Urea cycle; Arginine and Proline Metabolism	492	NAMED	citrulline	citrulline	HMDB0000904	C00327	9750	Pos Early
m397	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	332	NAMED	leucine	leucine	HMDB0000687	C00123	6106	Pos Early
m407	Amino Acid	Lysine Metabolism	105	NAMED	lysine	lysine	HMDB0003405	"C00739,C00047"	5962	Pos Early
m409	Energy	TCA Cycle	1451	NAMED	malate	malate	"HMDB0031518,HMDB0000156,HMDB0000744"	"C00149,C00711,C00497"	525	Neg
m415	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	434	NAMED	methionine	methionine	HMDB0000696	C00073	6137	Pos Early
m424	Lipid	Long Chain Saturated Fatty Acid	1510	NAMED	palmitate (16:0)	palmitate (16:0)	HMDB0000220	C00249	985	Neg
m432	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4303	NAMED	nicotinamide	nicotinamide	HMDB0001406	C00153	936	Pos Early
m439	Lipid	Long Chain Saturated Fatty Acid	1514	NAMED	stearate (18:0)	stearate (18:0)	HMDB0000827	C01530	5281	Neg
m444	Amino Acid	Urea cycle; Arginine and Proline Metabolism	487	NAMED	ornithine	ornithine	HMDB0000214	C00077	6262	Pos Early
m445	Nucleotide	"Pyrimidine Metabolism, Orotate containing"	4206	NAMED	orotate	orotate	HMDB0000226	C00295	967	Polar
m452	Lipid	Long Chain Monounsaturated Fatty Acid	1529	NAMED	palmitoleate (16:1n7)	palmitoleate (16:1n7)	HMDB0003229	C08362	445638	Neg
m460	Amino Acid	Phenylalanine Metabolism	140	NAMED	phenylalanine	phenylalanine	HMDB0000159	C00079	6140	Pos Early
m466	Xenobiotics	Food Component/Plant	4998	NAMED	phytanate	phytanate	HMDB0000801	C01607	26840	Neg
m477	Lipid	"Fatty Acid, Branched"	1652	NAMED	pristanate	pristanate	HMDB0000795	NA	123929	Neg
m480	Amino Acid	Urea cycle; Arginine and Proline Metabolism	495	NAMED	proline	proline	"HMDB0000162,HMDB0003411"	"C00148,C000763"	"8,988,145,742,614"	Pos Early
m482	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1240	NAMED	lactate	lactate	HMDB0000190	C00186	612	Polar
m498	Cofactors and Vitamins	Vitamin A Metabolism	4428	NAMED	retinol (Vitamin A)	retinol (Vitamin A)	HMDB0000305	C00473	445354	Pos Late
m50	Amino Acid	Polyamine Metabolism	545	NAMED	spermidine	spermidine	HMDB0001257	C00315	1102	Pos Early
m501	Xenobiotics	Drug - Topical Agents	5958	NAMED	salicylate	salicylate	HMDB0001895	C00805	338	Polar
m503	Amino Acid	"Glycine, Serine and Threonine Metabolism"	10	NAMED	serine	serine	HMDB0000187	C00065	5951	Pos Early
m504	Amino Acid	Tryptophan Metabolism	287	NAMED	serotonin	serotonin	HMDB0000259	C00780	5202	Pos Early
m512	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	471	NAMED	taurine	taurine	HMDB0000251	C00245	1123	Pos Early
m519	Lipid	Long Chain Saturated Fatty Acid	1507	NAMED	myristate (14:0)	myristate (14:0)	HMDB0000806	C06424	11005	Neg
m533	Amino Acid	Urea cycle; Arginine and Proline Metabolism	485	NAMED	urea	urea	HMDB0000294	C00086	1176	Pos Early
m535	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4218	NAMED	uridine	uridine	HMDB0000296	C00299	6029	Neg
m536	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4234	NAMED	2'-deoxyuridine	2'-deoxyuridine	HMDB0000012	C00526	13712	Neg
m537	Amino Acid	Histidine Metabolism	78	NAMED	trans-urocanate	trans-urocanate	HMDB0000301	C00785	736715	Pos Early
m55	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4315	NAMED	1-methylnicotinamide	1-methylnicotinamide	HMDB0000699	C02918	457	Pos Early
m561	Amino Acid	Glutamate Metabolism	44	NAMED	glutamate	glutamate	HMDB0000148	"C00025,C00217"	33032	Pos Early
m563	Amino Acid	Glutamate Metabolism	45	NAMED	glutamine	glutamine	HMDB0000641	C00064	5961	Pos Early
m564	Amino Acid	"Glycine, Serine and Threonine Metabolism"	17	NAMED	threonine	threonine	HMDB0000167	C00188	6288	Pos Early
m565	Amino Acid	Tryptophan Metabolism	254	NAMED	tryptophan	tryptophan	HMDB0000929	C00078	6305	Pos Early
m566	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	416	NAMED	valine	valine	HMDB0000883	C00183	6287	Pos Early
m572	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1223	NAMED	glucose	glucose	HMDB0000122	C00031	5793	Polar
m62	Lipid	"Fatty Acid, Dihydroxy"	2030	NAMED	"12,13-DiHOME"	"12,13-DiHOME"	HMDB0004705	C14829	10236635	Neg
m796	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	454	NAMED	alpha-ketobutyrate	alpha-ketobutyrate	HMDB0000005	C00109	58	Polar
m799	Amino Acid	"Glycine, Serine and Threonine Metabolism"	7	NAMED	betaine	betaine	HMDB0000043	C00719	247	Pos Early
m800	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	455	NAMED	cysteine	cysteine	HMDB0000574	C00097	5862	Pos Early
m803	Carbohydrate	"Fructose, Mannose and Galactose Metabolism"	1352	NAMED	mannose	mannose	HMDB0000169	"C00159,C02209,C00936"	"8,230,843,968,018,560,000,000"	Polar
m806	Amino Acid	"Glycine, Serine and Threonine Metabolism"	6	NAMED	dimethylglycine	dimethylglycine	HMDB0000092	C03626	673	Pos Early
m811	Amino Acid	Alanine and Aspartate Metabolism	29	NAMED	alanine	alanine	HMDB0000161	C00041	5950	Pos Early
m815	Amino Acid	Tyrosine Metabolism	162	NAMED	tyrosine	tyrosine	HMDB0000158	C00082	6057	Pos Early
m821	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4220	NAMED	pseudouridine	pseudouridine	HMDB0000767	C02067	15047	Neg
m823	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1239	NAMED	pyruvate	pyruvate	HMDB0000243	C00022	1060	Polar
m825	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4219	NAMED	uracil	uracil	HMDB0000300	C00106	1174	Polar
m827	Nucleotide	"Pyrimidine Metabolism, Cytidine containing"	4250	NAMED	cytidine	cytidine	HMDB0000089	C00475	6175	Pos Early
m849	Xenobiotics	Xanthine Metabolism	4589	NAMED	caffeine	caffeine	HMDB0001847	C07481	2519	Pos Early
m872	Nucleotide	"Pyrimidine Metabolism, Thymine containing"	4273	NAMED	thymidine	thymidine	HMDB0000273	C00214	5789	Neg
m881	Nucleotide	"Pyrimidine Metabolism, Cytidine containing"	4251	NAMED	cytosine	cytosine	HMDB0000630	C00380	597	Pos Early
m888	Lipid	Medium Chain Fatty Acid	1494	NAMED	caprate (10:0)	caprate (10:0)	HMDB0000511	C01571	2969	Neg
m891	Lipid	Long Chain Saturated Fatty Acid	1512	NAMED	margarate (17:0)	margarate (17:0)	HMDB0002259	NA	10465	Neg
m892	Lipid	Long Chain Saturated Fatty Acid	1516	NAMED	nonadecanoate (19:0)	nonadecanoate (19:0)	HMDB0000772	C16535	12591	Neg
m893	Lipid	Long Chain Saturated Fatty Acid	1517	NAMED	arachidate (20:0)	arachidate (20:0)	HMDB0002212	C06425	10467	Neg
m917	Amino Acid	Alanine and Aspartate Metabolism	40	NAMED	asparagine	asparagine	HMDB0000168	C00152	6267	Pos Early
m922	Lipid	Dihydroceramides	3012	NAMED	N-stearoyl-sphinganine (d18:0/18:0)*	N-stearoyl-sphinganine (d18:0/18:0)*	NA	NA	5283573	Pos Late
m923	Nucleotide	"Pyrimidine Metabolism, Orotate containing"	4205	NAMED	dihydroorotate	dihydroorotate	HMDB03349	C00337	648	Polar
